DATA;SPEI_1;SPEI_2;SPEI_3;SPEI_4;SPEI_5;SPEI_6;SPEI_7;SPEI_8;SPEI_9;SPEI_10;SPEI_11;SPEI_12;SPEI_13;SPEI_14;SPEI_15;SPEI_16;SPEI_17;SPEI_18;SPEI_19;SPEI_20;SPEI_21;SPEI_22;SPEI_23;SPEI_24;SPEI_25;SPEI_26;SPEI_27;SPEI_28;SPEI_29;SPEI_30;SPEI_31;SPEI_32;SPEI_33;SPEI_34;SPEI_35;SPEI_36;SPEI_37;SPEI_38;SPEI_39;SPEI_40;SPEI_41;SPEI_42;SPEI_43;SPEI_44;SPEI_45;SPEI_46;SPEI_47;SPEI_48
Jun1962;-0.19856;0.43179;0.03831;0.10395;0.22377;0.22487;0.22802;0.20302;0.24377;0.59222;0.11002;-0.02836;-0.55318;-0.55652;-0.51021;-0.55977;-0.49131;-0.59393;-0.62434;-0.59545;-0.69168;-0.8584;-0.7558;-0.96916;-1.02199;-0.98699;-0.99151;-0.99067;-0.98497;-1.00271;-1.04032;-1.01452;-0.86495;-0.68745;-0.67257;-0.80033;-0.79338;-0.68612;-0.72371;-0.76806;-0.76735;-0.76202;-0.74819;-0.67269;-0.75469;-0.81219;-0.9312;-0.81983
Jul1962;0.85008;0.36371;0.75059;0.41477;0.45798;0.55273;0.53884;0.53884;0.50475;0.53339;0.8141;0.36769;0.22503;-0.26992;-0.30075;-0.25866;-0.30619;-0.24008;-0.34151;-0.37367;-0.347;-0.44475;-0.61146;-0.51016;-0.72727;-0.79709;-0.77307;-0.77842;-0.78002;-0.77408;-0.79622;-0.83498;-0.80662;-0.66696;-0.49464;-0.48907;-0.61409;-0.61572;-0.51552;-0.55403;-0.5987;-0.59673;-0.59341;-0.58153;-0.50524;-0.58796;-0.64227;-0.76507
Aug1962;0.34654;0.82366;0.48669;0.8161;0.52882;0.56165;0.64408;0.62449;0.62474;0.59483;0.62185;0.87549;0.45344;0.31225;-0.19009;-0.22531;-0.17977;-0.22677;-0.15831;-0.26236;-0.29267;-0.2668;-0.3683;-0.53565;-0.4353;-0.65142;-0.72574;-0.70393;-0.70816;-0.70847;-0.7019;-0.72641;-0.76669;-0.73979;-0.59828;-0.42065;-0.41894;-0.54476;-0.55213;-0.45086;-0.49061;-0.535;-0.53325;-0.53163;-0.52013;-0.44453;-0.52545;-0.58005
Sep1962;-0.17862;0.10132;0.57012;0.34334;0.66293;0.40107;0.43528;0.51691;0.50213;0.50838;0.48184;0.51229;0.76334;0.37034;0.24067;-0.24459;-0.27584;-0.23145;-0.27738;-0.21026;-0.31148;-0.33909;-0.31464;-0.41375;-0.58569;-0.48505;-0.69745;-0.7628;-0.74334;-0.74765;-0.7479;-0.74225;-0.76498;-0.80503;-0.77941;-0.6413;-0.46703;-0.4644;-0.58559;-0.59453;-0.4911;-0.52985;-0.57291;-0.57085;-0.568;-0.55689;-0.48258;-0.56211
Oct1962;-0.38459;-0.43824;-0.12147;0.37087;0.1993;0.52949;0.27586;0.31028;0.39232;0.3794;0.38394;0.35869;0.39609;0.65248;0.26529;0.14599;-0.32351;-0.35197;-0.30926;-0.35354;-0.28924;-0.3866;-0.41132;-0.38642;-0.48009;-0.64361;-0.54121;-0.74847;-0.80848;-0.78732;-0.79089;-0.7911;-0.78578;-0.80745;-0.84844;-0.82305;-0.68913;-0.51951;-0.51437;-0.63157;-0.63864;-0.53709;-0.57486;-0.61627;-0.61404;-0.61073;-0.60092;-0.52873
Nov1962;-0.45933;-0.5971;-0.56651;-0.25307;0.2589;0.12524;0.46292;0.21757;0.25349;0.33586;0.32435;0.32848;0.30527;0.34382;0.60091;0.21982;0.10292;-0.3578;-0.38469;-0.34392;-0.38682;-0.32451;-0.41934;-0.44278;-0.4182;-0.50903;-0.671;-0.56837;-0.77174;-0.8279;-0.80685;-0.81179;-0.81164;-0.8061;-0.82765;-0.86832;-0.84461;-0.71184;-0.5443;-0.53842;-0.65265;-0.65955;-0.55838;-0.5952;-0.63567;-0.63369;-0.63042;-0.62141
Dec1962;-0.57543;-0.68618;-0.75806;-0.69764;-0.38573;0.13777;0.02779;0.37446;0.14109;0.17777;0.25912;0.25267;0.25785;0.23661;0.27642;0.53252;0.15314;0.0403;-0.41136;-0.43545;-0.39328;-0.43521;-0.3737;-0.46583;-0.48736;-0.46287;-0.55222;-0.71098;-0.60919;-0.80954;-0.86254;-0.83948;-0.84419;-0.8439;-0.83841;-0.85834;-0.89831;-0.87554;-0.74437;-0.5792;-0.57313;-0.68578;-0.69181;-0.59073;-0.62647;-0.66659;-0.66485;-0.66129
Jan1963;0.11178;-0.29008;-0.5294;-0.67641;-0.65071;-0.37211;0.13224;0.01971;0.35446;0.12992;0.1658;0.24512;0.24036;0.24535;0.22431;0.26665;0.51135;0.13597;0.02154;-0.42587;-0.44923;-0.40693;-0.44833;-0.38577;-0.47758;-0.49942;-0.47452;-0.5633;-0.72511;-0.62569;-0.82567;-0.87572;-0.85008;-0.85254;-0.85297;-0.84761;-0.86632;-0.90371;-0.87914;-0.74998;-0.5848;-0.57772;-0.68865;-0.69131;-0.58939;-0.62362;-0.66432;-0.66289
Feb1963;0.20139;0.12417;-0.20362;-0.42988;-0.60612;-0.59842;-0.33691;0.14804;0.04091;0.36615;0.14473;0.17844;0.25711;0.25322;0.25749;0.23598;0.27595;0.51677;0.14743;0.03249;-0.41342;-0.43809;-0.3967;-0.43809;-0.37766;-0.46912;-0.48894;-0.46487;-0.55353;-0.71653;-0.61758;-0.81573;-0.86643;-0.8433;-0.84561;-0.84644;-0.84117;-0.8595;-0.8959;-0.87162;-0.74121;-0.57638;-0.56958;-0.6805;-0.68383;-0.5818;-0.61577;-0.65653
Mar1963;-0.38459;-0.25624;-0.21509;-0.4296;-0.58184;-0.72606;-0.70225;-0.44337;0.04826;-0.03571;0.29591;0.07883;0.11555;0.19386;0.19344;0.20043;0.17915;0.22138;0.46266;0.10169;-0.01209;-0.44918;-0.47221;-0.4294;-0.46979;-0.41043;-0.49983;-0.51846;-0.49588;-0.58304;-0.74547;-0.64736;-0.8432;-0.89121;-0.86703;-0.8706;-0.87127;-0.86654;-0.88453;-0.92032;-0.89581;-0.76563;-0.60156;-0.59556;-0.706;-0.70815;-0.60635;-0.63926
Apr1963;0.41536;0.15079;0.1838;0.14865;-0.01375;-0.15053;-0.34726;-0.42777;-0.22036;0.19253;0.0936;0.38983;0.1854;0.21915;0.29576;0.29304;0.29602;0.27469;0.30729;0.53132;0.18662;0.07435;-0.35139;-0.37889;-0.34167;-0.38294;-0.32402;-0.41447;-0.43616;-0.41528;-0.50192;-0.66708;-0.57352;-0.77064;-0.81916;-0.80055;-0.80542;-0.80692;-0.80091;-0.81974;-0.85598;-0.83238;-0.69921;-0.53492;-0.52935;-0.63963;-0.64526;-0.54451
May1963;-0.23464;0.02711;-0.11072;-0.06931;-0.08032;-0.18891;-0.2703;-0.41693;-0.50147;-0.32791;0.04343;-0.02801;0.28304;0.09091;0.12599;0.1987;0.1982;0.19976;0.18184;0.21765;0.44625;0.10736;0.00397;-0.41323;-0.44284;-0.403;-0.44421;-0.38562;-0.47419;-0.49533;-0.47682;-0.56218;-0.72753;-0.63672;-0.82815;-0.8761;-0.85445;-0.85848;-0.86015;-0.85339;-0.87018;-0.90289;-0.87685;-0.74457;-0.57944;-0.57316;-0.68561;-0.69431
Jun1963;0.74553;0.37977;0.46801;0.35236;0.37439;0.32883;0.23075;0.14856;0.01022;-0.09932;0.02912;0.32873;0.23151;0.49554;0.31446;0.34332;0.40997;0.4042;0.405;0.38918;0.42005;0.6314;0.31483;0.21296;-0.20117;-0.23377;-0.19564;-0.23799;-0.17843;-0.26946;-0.2926;-0.27467;-0.36482;-0.53;-0.44229;-0.63082;-0.69121;-0.67489;-0.68059;-0.68311;-0.67693;-0.69978;-0.73407;-0.70909;-0.57577;-0.40937;-0.40697;-0.52273
