DATA;SPEI_1;SPEI_2;SPEI_3;SPEI_4;SPEI_5;SPEI_6;SPEI_7;SPEI_8;SPEI_9;SPEI_10;SPEI_11;SPEI_12;SPEI_13;SPEI_14;SPEI_15;SPEI_16;SPEI_17;SPEI_18;SPEI_19;SPEI_20;SPEI_21;SPEI_22;SPEI_23;SPEI_24;SPEI_25;SPEI_26;SPEI_27;SPEI_28;SPEI_29;SPEI_30;SPEI_31;SPEI_32;SPEI_33;SPEI_34;SPEI_35;SPEI_36;SPEI_37;SPEI_38;SPEI_39;SPEI_40;SPEI_41;SPEI_42;SPEI_43;SPEI_44;SPEI_45;SPEI_46;SPEI_47;SPEI_48
Nov2011;-0.26475;-0.05871;-0.71125;-0.95176;-0.84828;-0.47625;0.32306;0.54479;0.63939;0.65646;0.6471;0.76689;0.80947;0.67409;0.7337;0.73445;0.73243;0.88603;1.10293;1.10742;1.02781;0.98732;0.96225;0.96148;0.82233;1.05986;0.87232;0.93365;0.97092;1.04002;0.87696;0.90045;0.96501;0.96138;0.95231;0.98956;0.99095;1.00065;1.02872;0.9799;0.88263;0.88816;0.97278;0.9363;0.92244;0.92047;0.91406;0.92087
Dec2011;-0.69849;-0.62953;-0.36386;-0.88689;-1.1114;-1.0028;-0.62179;0.17656;0.39455;0.49176;0.51248;0.51213;0.63817;0.69038;0.56134;0.62466;0.62639;0.63192;0.79115;1.0094;1.01688;0.93972;0.89973;0.8779;0.88091;0.74394;0.98206;0.79633;0.85751;0.8979;0.96668;0.8041;0.82779;0.8921;0.88898;0.88096;0.91877;0.92036;0.93309;0.96207;0.91348;0.81945;0.82641;0.90919;0.87425;0.86055;0.85882;0.85366
Jan2012;-0.22403;-0.59989;-0.60011;-0.35546;-0.84723;-1.07111;-0.96793;-0.59829;0.17108;0.38274;0.47452;0.49406;0.4936;0.61364;0.66584;0.53985;0.59734;0.59761;0.60002;0.75712;0.97864;0.98458;0.90794;0.86893;0.84605;0.84737;0.71064;0.94935;0.76416;0.82499;0.8658;0.93436;0.77218;0.79803;0.86278;0.85979;0.85249;0.89262;0.89561;0.9091;0.94108;0.89283;0.79973;0.80869;0.89611;0.86155;0.84635;0.84355
Feb2012;0.0927;-0.07383;-0.4304;-0.48659;-0.32281;-0.79276;-1.00193;-0.91542;-0.57917;0.17034;0.37146;0.45996;0.48025;0.48134;0.60263;0.65519;0.53006;0.58291;0.585;0.58692;0.7413;0.96267;0.9695;0.89363;0.8555;0.83467;0.84018;0.70593;0.94241;0.75929;0.81937;0.85941;0.92725;0.76619;0.79206;0.85596;0.85345;0.84677;0.88744;0.89114;0.90376;0.93546;0.88784;0.79723;0.80647;0.89303;0.85862;0.84357
Mar2012;-1.21323;-1.07063;-1.01847;-1.22211;-1.15008;-0.84461;-1.14072;-1.25148;-1.11161;-0.75556;0.01322;0.22132;0.30894;0.329;0.33371;0.45727;0.5124;0.39402;0.45003;0.4591;0.46888;0.6213;0.84913;0.85505;0.7813;0.74419;0.72467;0.7333;0.59971;0.84576;0.66255;0.72767;0.77692;0.84949;0.68888;0.71751;0.78162;0.77955;0.77271;0.81371;0.81936;0.83528;0.86695;0.81758;0.73363;0.74544;0.83864;0.80353
Apr2012;-0.30895;-0.72733;-0.73298;-0.74102;-0.91852;-0.95466;-0.79104;-1.10682;-1.22242;-1.10729;-0.79215;-0.08356;0.12065;0.20973;0.23124;0.24032;0.35998;0.41734;0.30807;0.36698;0.3761;0.39105;0.54392;0.76844;0.77741;0.70817;0.67087;0.65332;0.65391;0.52556;0.76719;0.5912;0.65825;0.70905;0.77936;0.62425;0.65378;0.717;0.71427;0.70718;0.75096;0.75739;0.77097;0.80437;0.75464;0.67611;0.68902;0.78062
May2012;-0.3815;-0.49837;-0.69892;-0.71171;-0.71879;-0.87186;-0.92076;-0.80035;-1.09484;-1.21548;-1.1348;-0.88127;-0.24642;-0.04712;0.04579;0.06565;0.07974;0.19725;0.25617;0.16186;0.22979;0.23709;0.2639;0.42091;0.64405;0.65518;0.58771;0.55106;0.53617;0.53644;0.41162;0.65514;0.48332;0.55201;0.60117;0.6776;0.52417;0.55558;0.61803;0.61588;0.60928;0.65656;0.66286;0.67941;0.71093;0.66299;0.59352;0.61121
Jun2012;-0.76014;-0.77332;-0.75133;-0.87819;-0.89012;-0.88931;-1.01934;-1.07012;-0.97606;-1.20601;-1.30291;-1.2291;-1.00804;-0.46967;-0.28574;-0.1964;-0.18073;-0.16677;-0.05284;0.00328;-0.07144;0.01291;0.02821;0.06239;0.21697;0.43856;0.45192;0.38897;0.35342;0.34126;0.34504;0.22471;0.46981;0.30661;0.37535;0.43424;0.51464;0.36725;0.40063;0.46321;0.46209;0.4567;0.50884;0.51857;0.54253;0.57591;0.53051;0.465
Jul2012;-0.86971;-1.01754;-0.9896;-0.94791;-1.02948;-1.04016;-1.03267;-1.14661;-1.18218;-1.09398;-1.28333;-1.37017;-1.30199;-1.09966;-0.61775;-0.44311;-0.35662;-0.34404;-0.33191;-0.22256;-0.16621;-0.229;-0.14654;-0.12744;-0.09045;0.05938;0.27548;0.29215;0.23182;0.19741;0.18667;0.19211;0.07759;0.31772;0.1623;0.23135;0.29458;0.37534;0.23307;0.26567;0.32767;0.32684;0.32228;0.37364;0.38281;0.41131;0.44444;0.39979
Aug2012;-1.09403;-1.30497;-1.30118;-1.24721;-1.18865;-1.2218;-1.23043;-1.21852;-1.31676;-1.34167;-1.26533;-1.42178;-1.50472;-1.44077;-1.24162;-0.78066;-0.60286;-0.51363;-0.50069;-0.48695;-0.37491;-0.31842;-0.3771;-0.28865;-0.26827;-0.23179;-0.08029;0.13602;0.1566;0.09634;0.06144;0.05249;0.05807;-0.05454;0.18611;0.03139;0.10007;0.16734;0.24726;0.10638;0.13922;0.20247;0.20171;0.19776;0.25146;0.26056;0.29106;0.32454
Sep2012;-1.33304;-1.61258;-1.74741;-1.6943;-1.57127;-1.48363;-1.48917;-1.49431;-1.47438;-1.56625;-1.5828;-1.50108;-1.63636;-1.73648;-1.66756;-1.4443;-0.99466;-0.8091;-0.71693;-0.70531;-0.68958;-0.57684;-0.52;-0.57208;-0.48302;-0.45814;-0.4191;-0.26405;-0.05024;-0.02498;-0.08655;-0.12222;-0.13051;-0.12638;-0.23756;0.00555;-0.14934;-0.07822;-0.00486;0.07816;-0.05615;-0.02292;0.0405;0.0403;0.03722;0.08925;0.09929;0.13094
