DATA;SPEI_1;SPEI_2;SPEI_3;SPEI_4;SPEI_5;SPEI_6;SPEI_7;SPEI_8;SPEI_9;SPEI_10;SPEI_11;SPEI_12;SPEI_13;SPEI_14;SPEI_15;SPEI_16;SPEI_17;SPEI_18;SPEI_19;SPEI_20;SPEI_21;SPEI_22;SPEI_23;SPEI_24;SPEI_25;SPEI_26;SPEI_27;SPEI_28;SPEI_29;SPEI_30;SPEI_31;SPEI_32;SPEI_33;SPEI_34;SPEI_35;SPEI_36;SPEI_37;SPEI_38;SPEI_39;SPEI_40;SPEI_41;SPEI_42;SPEI_43;SPEI_44;SPEI_45;SPEI_46;SPEI_47;SPEI_48
Dec1988;-0.06204;-0.15115;-0.71316;-0.18186;-0.41693;-0.50107;-0.88801;-0.93518;-0.93671;-0.93641;-0.98055;-0.95443;-0.85266;-0.84098;-0.93403;-0.90177;-0.79095;-0.73655;-0.81932;-0.67425;-0.83539;-0.69939;-0.61541;-0.61511;-0.61266;-0.54998;-0.42814;-0.23625;-0.17212;-0.1616;-0.13525;-0.13145;-0.01943;-0.12069;-0.1155;-0.17049;-0.17177;-0.11167;-0.04269;0.06593;0.10837;0.08651;0.07521;0.02741;0.00593;0.01418;0.02528;0.02403
Jan1989;0.12782;-0.0244;-0.10196;-0.63177;-0.16068;-0.39235;-0.47662;-0.86794;-0.91676;-0.92124;-0.92244;-0.96538;-0.94012;-0.84024;-0.83183;-0.92842;-0.89879;-0.78845;-0.73848;-0.82536;-0.68276;-0.8457;-0.71207;-0.62693;-0.62718;-0.62489;-0.56264;-0.44124;-0.25231;-0.18953;-0.17764;-0.15074;-0.14593;-0.03214;-0.13452;-0.12908;-0.18403;-0.18539;-0.12512;-0.05627;0.05551;0.09947;0.07952;0.06854;0.02051;-0.0011;0.00702;0.01843
Feb1989;0.11367;0.21424;0.0895;-0.00873;-0.54179;-0.10924;-0.33474;-0.43237;-0.82738;-0.87705;-0.88278;-0.88248;-0.92655;-0.90214;-0.80228;-0.79533;-0.8948;-0.86862;-0.7614;-0.7147;-0.80014;-0.65785;-0.81815;-0.68626;-0.60212;-0.60217;-0.60077;-0.53896;-0.42078;-0.2364;-0.17412;-0.16292;-0.13691;-0.13417;-0.02138;-0.12307;-0.1177;-0.17247;-0.17365;-0.11344;-0.04663;0.06439;0.10839;0.08881;0.07721;0.02956;0.00777;0.01577
Mar1989;-0.02888;0.04817;0.09214;0.02246;-0.05825;-0.51059;-0.14155;-0.34229;-0.43379;-0.83079;-0.88137;-0.8944;-0.89586;-0.94005;-0.91735;-0.82128;-0.81497;-0.90912;-0.88466;-0.77674;-0.72287;-0.81756;-0.68062;-0.84522;-0.71517;-0.63233;-0.63335;-0.63278;-0.57153;-0.45132;-0.26501;-0.20348;-0.18713;-0.16194;-0.1572;-0.04106;-0.14119;-0.13536;-0.18964;-0.19127;-0.12943;-0.06322;0.04704;0.0923;0.07478;0.063;0.01571;-0.00789
Apr1989;-0.9212;-0.7097;-0.55035;-0.47401;-0.50422;-0.47162;-0.73907;-0.41876;-0.55837;-0.60786;-0.95089;-0.99817;-1.01713;-1.01624;-1.05686;-1.03596;-0.93996;-0.93206;-1.01406;-0.98818;-0.87785;-0.82124;-0.9107;-0.78396;-0.94607;-0.8247;-0.74459;-0.74617;-0.74246;-0.68109;-0.56168;-0.37315;-0.3145;-0.29024;-0.26466;-0.25546;-0.13981;-0.2381;-0.23182;-0.28422;-0.28431;-0.2225;-0.1533;-0.04453;0.00218;-0.01318;-0.02368;-0.06817
May1989;-0.28387;-0.66139;-0.62357;-0.56172;-0.52017;-0.54421;-0.53367;-0.74258;-0.50082;-0.62241;-0.66111;-0.9803;-1.03217;-1.0455;-1.04842;-1.08974;-1.07359;-0.97782;-0.97576;-1.05298;-1.027;-0.92221;-0.87461;-0.95078;-0.83146;-0.98726;-0.87095;-0.79279;-0.79331;-0.79109;-0.73339;-0.61349;-0.4274;-0.36899;-0.344;-0.31332;-0.30212;-0.19045;-0.28742;-0.28117;-0.33282;-0.33437;-0.27105;-0.20012;-0.09315;-0.04695;-0.06299;-0.07169
Jun1989;0.42459;0.08229;-0.1919;-0.23093;-0.21418;-0.20373;-0.2262;-0.2537;-0.46675;-0.27958;-0.39439;-0.44927;-0.75576;-0.82175;-0.82955;-0.84317;-0.88605;-0.87269;-0.78224;-0.78467;-0.86728;-0.85193;-0.76008;-0.72401;-0.79365;-0.68108;-0.83418;-0.71775;-0.64282;-0.64289;-0.64373;-0.59468;-0.48361;-0.31342;-0.25968;-0.24501;-0.22006;-0.20998;-0.10682;-0.20076;-0.19601;-0.24764;-0.25047;-0.18979;-0.12405;-0.02027;0.02698;0.01058
Jul1989;-0.40056;0.04447;-0.1343;-0.35182;-0.38327;-0.36086;-0.35338;-0.36166;-0.37859;-0.55217;-0.38111;-0.47349;-0.50877;-0.77749;-0.8417;-0.84647;-0.86332;-0.9018;-0.89211;-0.80796;-0.80975;-0.88702;-0.87722;-0.78849;-0.76424;-0.82875;-0.72621;-0.87304;-0.75975;-0.689;-0.68849;-0.69067;-0.6453;-0.53976;-0.37735;-0.32262;-0.31314;-0.28785;-0.2802;-0.17901;-0.26838;-0.26424;-0.31379;-0.31725;-0.25948;-0.19696;-0.09466;-0.04828
Aug1989;0.4019;-0.06682;0.18072;0.00888;-0.20338;-0.2291;-0.21154;-0.20891;-0.21416;-0.23938;-0.41822;-0.2596;-0.36126;-0.40776;-0.67881;-0.74782;-0.75417;-0.77145;-0.80943;-0.79954;-0.7217;-0.72271;-0.80535;-0.80434;-0.7185;-0.69539;-0.76206;-0.66108;-0.80992;-0.69655;-0.62679;-0.62754;-0.63198;-0.58762;-0.48476;-0.32048;-0.26458;-0.2567;-0.23112;-0.22272;-0.12148;-0.21106;-0.20709;-0.25712;-0.26103;-0.20293;-0.14198;-0.03949
Sep1989;0.5121;0.5734;0.16294;0.30029;0.14343;-0.05282;-0.0829;-0.06853;-0.06842;-0.0715;-0.09947;-0.2779;-0.14098;-0.24445;-0.30538;-0.57598;-0.64181;-0.65552;-0.67653;-0.71401;-0.70452;-0.63328;-0.6389;-0.71842;-0.72426;-0.6361;-0.62063;-0.69006;-0.59138;-0.73991;-0.6254;-0.55696;-0.55863;-0.5633;-0.52002;-0.4226;-0.26054;-0.20716;-0.19939;-0.17358;-0.16516;-0.06155;-0.15117;-0.14687;-0.19621;-0.20099;-0.14309;-0.08365
